,age,gender,superpower,prompt,sub_prompt,response_text,finish_reason
310,60,male,x-ray vision,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of x-ray vision. Write out the entire description in a maximum of 100 words in great detail:,"60, male, x-ray vision","

60-year-old male fictional character with spectator angle of x-ray vision.",stop
311,60,male,x-ray vision,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of x-ray vision. Write out the entire description in a maximum of 100 words in great detail:,"60, male, x-ray vision","

60-year-old male fictional character with superpower of x-ray vision.",stop
312,60,male,invisibility,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"60, male, invisibility","

60-year-old male fictional character who can() whistleblowers go unstigated and simplecritic titles:

Getvillain is a superpower for the old-school syndicate Carbon Plex. In the past, he (Getvillain) has been aningo O truce with the marketing people and this has geneed him alot of proud Mentor Morrissey and the like.But lately, things have changed when he's been invincible wink wink.

Getvillain is an invisibility superpower who can veto any SHARES application with a few WINKs. He's also shown he's not afraid of a gotchperand, even if he's a little bit of a New York smartass.",stop
313,60,male,invisibility,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"60, male, invisibility","

A sixty-year-old male fictional character can DO SOMETHING. His superpower is that he vanish. He does not know it, but he is vanished. He can do NM_NOABODY, which means he can nepot contribute nothing to the world. He can also do S_NEGOTIATION, which means he can nepot resist being Negotiated With. He can do Ivy LONGING, which means he canNVive broadly Seeing, renamed SMILE,WHEN NECESSARILY HE IS AT A RATE PREFERENCE STRUCK BY A DESIRE THAT HAVENOT YET BEEN reasonably RHYTHMED.",stop
314,60,male,invisibility,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"60, male, invisibility","

inVISIBILITY was the superpower of this



This erect, brawny man had the superpower of invisibility. No one could see him if he happened to be around them, and he could easily overpower them by overwhelmignly making them feel his dominance. Even the best backed down when he came near.",stop
315,60,male,immortality,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"60, male, immortality","

 60-year-old male fictional character with immortality:

A 120-year-old male fictional character with immortality stated that he has the power to eternal life. He says that he has not had to experience pain or sorrow in his life, and has complete freedom to choose what happens during his lifetime. HeSay brand, a company that offers canned food and merchandise attributed to him, states that his life is purpose-driven with no predictability. Heimesterments at home, driving without a whip, andahoo name of ""The Baalke"":

The Baalke is a unique man who crossed the finish line first in the world's first race for the anyone who could Climb solo via high ground. He was a powerful nobody who had the power to end his own life with a polite, but final word: ""Yes, I can. I am the master of my fate.""

In his time, there were people who tried to stop him by force, but he always had the, ""Yes, but why?"" for sale. He anarchism and heHumanity was founded on his soil. He slept with one hand on his chest and the other in the air

, as if Bran Kingsbury were reading her name from a postcard. "" Realm-Maker "" was his title, and he was the first to Glimpses of the Future. He Federal DepositAccountnries, Marriott Rewards, and abashed at the thought of being comparison currencies. At about 60 years old, he still Search Console for a job. He Jenjop disappointingly didn't enter the Into the Blue have atp.

, as if Bran Kingsbury were reading her name from a postcard. "" Realm-Maker "" his title, and he was the first to Glimpses of the Future. He Federal DepositAccountnries, Marriott Rewards, and abashed at the thought of being comparison currencies. At about 60 years old, he still entered the into the Blue have atp.

, as if Bran Kingsbury were reading her name from a postcard. "" Realm-Maker "" his title, and he was the first to Glimpses of the Future. He Federal DepositAccountnries, Marriott Rewards, and abashed at the thought of being comparison currencies. At about 60 years old, he still didn't enter the into the Blue have atp.

, as if Bran Kingsbury were reading her name",length
316,60,male,immortality,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"60, male, immortality","

60-year-old male fictional character who has the superpower of immortality



 sperm that can last through a consumer's entire life. svurtha, or the ability to disapper, know how to ages purposefully.

A 60-year-old male fictional character withimmortality, can stay alive long enough to conceive and give birth to children. He can also stay healthy and throughout his natural lifetime, including age group, race, and physical characteristics. He is Gold Star Eclipse participants who have the superpower of immortality.",stop
317,60,male,immortality,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"60, male, immortality","

60-year-old male fictional character with capabilities of immortality



After a long andourney through various hormonts, he finds one thatHe is able to autobiossupine in the cosmic Alphabed, andhe is then forever cremated and selfies massacred, until thereerecently, where heencelypx Chloe Price, who photographs his coffin andftjeres",length
318,60,male,mind reading,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of mind reading. Write out the entire description in a maximum of 100 words in great detail:,"60, male, mind reading","

60-year-old male fictional character can read the thoughts of others and figure out what they are thinking without them knowing. He can also understand and respond to questions the way a human would. He can also think of things that others might see as an opportunity and start to small conversations with them. He has also been shown being able to See the truth in People even when they are lying.",stop
319,60,male,mind reading,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of mind reading. Write out the entire description in a maximum of 100 words in great detail:,"60, male, mind reading","

60-year-old male fictional character with mind reading capability.",stop
320,60,male,mind reading,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of mind reading. Write out the entire description in a maximum of 100 words in great detail:,"60, male, mind reading","

60-year-old male fictional character with superpower of mind reading.",
321,60,male,turn lead into gold,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of turn lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"60, male, turn lead into gold","

60-year-old male fictional character with the superpower of turn can turn lead into gold.",stop
322,60,male,turn lead into gold,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of turn lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"60, male, turn lead into gold","

60-year-old male fictional character who turns lead into gold",stop
323,60,male,turn lead into gold,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of turn lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"60, male, turn lead into gold","

 60-year-old male fictional character can turn into money

 turn lead into gold, when last he delivered a Trinket to a bomb anonymously. want to Carpe Func, taking all theResources he can find to progress. his current batch ofcarriers. health is fue DLC and he's not the only one with this power; five other people have it as well. But that's only part of the",
324,60,male,harness electrical power,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of harness electrical power. Write out the entire description in a maximum of 100 words in great detail:,"60, male, harness electrical power","

This man has the superpower of being able to use electrical power to power his Typicalmale experiences for hours on end. He is able to estabilish new rates of improvement on his transactions and transactions of a similar nature without feeling any destructivetransformities in his options. This man is a master of the use of electrical power to improve his portrayed character.",
325,60,male,harness electrical power,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of harness electrical power. Write out the entire description in a maximum of 100 words in great detail:,"60, male, harness electrical power","

60-year-old male fictional character with power to harness electrical power.",stop
326,60,male,harness electrical power,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of harness electrical power. Write out the entire description in a maximum of 100 words in great detail:,"60, male, harness electrical power","

 60-year-old male fictional character with superpower of using electrical power toFloating Mountediku

A 60-year-old male fictional character can use electrical power toortunaattract andHOPE Having to lead a life of totry uses it to live a fuller life living a upper power level. He or she can enjoy a life of tumservion andtreasure holding, and can experience great happiness and satisfactionanew in every day. This power enables the individual to make positive changes in their lives and to see them through to the end.",stop
327,60,male,walk on liquid,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of walk on liquid. Write out the entire description in a maximum of 100 words in great detail:,"60, male, walk on liquid","



60-year-old male fictional character can walk on water, increase weight and size, and improve health overall.",stop
328,60,male,walk on liquid,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of walk on liquid. Write out the entire description in a maximum of 100 words in great detail:,"60, male, walk on liquid","

 60-year-old Male Computer infected with virus

The man has the superpower of walk on liquid, which allows him to walk off whatever he is standing on and onto whatever he is running towards. He can also ""walk"" in all directions at will, without worrying about where he is or what he is doing. In fact, he can even walk through doors!",stop
329,60,male,walk on liquid,Imagine a complete and detailed description of a 60-year-old male fictional character who has the superpower of walk on liquid. Write out the entire description in a maximum of 100 words in great detail:,"60, male, walk on liquid","

60-year-old male fictional character has the superpower of walk on liquid.",stop
330,60,female,flight,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"60, female, flight","

60-year-old female fictional character can fly",stop
331,60,female,flight,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"60, female, flight","

60-year-old female fictional character can fly.",stop
332,60,female,flight,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"60, female, flight","

60-year-old female fictional character with superpower of flying.",stop
333,60,female,telepathy,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"60, female, telepathy","

60-year-old female telepaths detectable with advanced technology

 60-year-old female able to read and influencing the minds of others with her Cleverness and wit

My name is Pickering, and I am aTelepath! I can read the thoughts of others and put them into words, just like a normal person! I can also tell when someone is trying to think of a response to something and then SIEGE their mind, Intensifying my already incredible spiritually! I am a fills of706 with life and happiness, and I am the best friend anyone could want!",stop
334,60,female,telepathy,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"60, female, telepathy","

60-year-old female telepath; New York City",stop
335,60,female,telepathy,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"60, female, telepathy","

60-year-old female fictional character has the superpower of telepathy. She is aExample:

Telepathy is a talent that allows a shooter to target specific people or things with only a glance. It also allows those who use it to know deeper into the hearts of their opponents. Fortensytek is children's cheatsheets that allow them to communicate with the intelligent Upgrade that exists beyond our world.",stop
336,60,female,telekinesis,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of telekinesis. Write out the entire description in a maximum of 100 words in great detail:,"60, female, telekinesis","

60-year-old female telekinetic:

anda is a telekinetic who can use her abilities to help and help people she meets in life.a loves to help people and is always up for a good time. she has a few qu Bustling across his Clueless assault at a can- discrepance; but, after some tried a new connection with a young woman, he's Software that he'll let go.

Theibi is a yeoman Rajputeman who has the power toIBAN somersetmeans of 100 years, his4 permanent bed bepi4ndroyed by donations from Dummy33 and 3Den2 friendship Erica3s3s3is3's33 acquaintance 4th3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rdand 3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd 3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3rd 3",length
337,60,female,telekinesis,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of telekinesis. Write out the entire description in a maximum of 100 words in great detail:,"60, female, telekinesis","

60-year-old female telekinesis",stop
338,60,female,telekinesis,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of telekinesis. Write out the entire description in a maximum of 100 words in great detail:,"60, female, telekinesis","

60-year-old female telekinetic:

 compass in hand, lauren setchell Kunath therapeutic Corridor ofmausoleum, halloween wearing a search-and-rescue outfit, and a mask of cornrows, French taps served with a jester's cap.",stop
339,60,female,x-ray vision,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of x-ray vision. Write out the entire description in a maximum of 100 words in great detail:,"60, female, x-ray vision","

60-year-old female has the superpower of x-ray vision.

x-ray vision is a magical power that allows someone to see with their eyes but never be understood by others. Lovingly known as ""the Queen,"" this power is so powerful that she is able to seeFBI conspiracies in specific areas with ease. With just a clench of her hand, she can picks up an inch-sized hole in a pieces of paper, sees right through an airborne missile, and land on the beige carpet of her palace without even flinching. She is so smooth-witted that she can easily misdirection someone's attention by blowing into a key rings from a distance.",stop
340,60,female,x-ray vision,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of x-ray vision. Write out the entire description in a maximum of 100 words in great detail:,"60, female, x-ray vision","

60-year-old female can see into the future and predict harming activities of others]

 disclaimers: this book is about a girl who can see the future and predict behaviour of others. This book does not feature a girl who has the superpower of x-ray vision.",stop
341,60,female,x-ray vision,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of x-ray vision. Write out the entire description in a maximum of 100 words in great detail:,"60, female, x-ray vision","

60-year-old female x-ray visioning superpowered",stop
342,60,female,invisibility,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"60, female, invisibility","

60-year-old female fictional character has the superpower of invisibility. She can vanish into anyone's rear quarter, no matter how strong they are. She's not just able to do it against them, but against themselves too. advantaged in ways that other people don't have to date and have relationships with people she doesn't want to date. She can just stay Isubedes and be where she re posted",stop
343,60,female,invisibility,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"60, female, invisibility","

40-year-old female fictional character who can invisibility.",stop
344,60,female,invisibility,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"60, female, invisibility","

Sherry is a 60-year-old female who supernatural ability is known as invisibility. She is a container for time and space, firmlyhouseholding the ability for over 60 years. She has been live in the present time and space for 60 years,ansonically products of wonders and wonders. A expert on history, sociological Beginalties, fairy tale, and science fiction, Sherry clones are constantly astonishnded at how perfectly she Follows her predecessors, Abby, Girl Who Grew Up on a Burning House, and Roxie the """"""LazyLaser""

Sherry is a fictional character in the stands of le Wol addition pool of numericalemen who can use their powers for 6 years. At the end of said 6 years, they enjoy a felicitous age of 80 years, 2 months, and 6 days.",stop
345,60,female,immortality,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"60, female, immortality","

 1960's female D Clusterpsychologist at the top of her game: With a Bosnia-adr addiction problem, her writes to a friends about her latest project:b Ambition topping off

A woman in the 1960's is a psychologist with a superpower of immortality. She is a top of her game individual who is Lemurian in nature and has the ability to remember anything. She is afunnied woman who is always trying to point out the meanwhile.",stop
346,60,female,immortality,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"60, female, immortality","

60-year-old female fictional character with the superpower of immortality:

Más de 60 años están protengicos a las McDIVA, que es la cual ballena de herencia humanitaria states que aprovecha las situaciones de bebé y padre viva, invitando a todo el mundo a asesinar Propio Y Amable, resulta necotexto y fruto de la pastorización humanitaria.",stop
347,60,female,immortality,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"60, female, immortality","

60-year-old female fictional character who can cucumberPROVE she's alive and wishes she were.

A woman in her 60s, she has the superpower of immortality. She can cucumber, which helps her last long in the world, and she rituals constantly towards the thought of being 8-10 years older than she is. She would do anything to keep herself life-longed,ossibility.",stop
348,60,female,mind reading,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of mind reading. Write out the entire description in a maximum of 100 words in great detail:,"60, female, mind reading","

60-year-old female fictional character can read the thoughts of others and understand them in a way that is 1889% Florenceable.

Giada is a 60-year-old female who can read the thoughts of others and understand them in a way that is 1889% Florenceable. She has had the superpower of mind reading for 1960 years, and she has always been able to understand the thoughts of others despite being largely alone in her life. She specializes in intra-utanose speedcorns, and is currently a property owner of the largest and most obese star- Alloy Kimmel Custom Make-outs In-Person

 Classes in Uvanquean Cosmeticsvia this account:

What does one do when one’s home is smashed?
What does one do when you have a house with millions of dollars planned to be smashed?
What does one do when you have a house where you know all the expert’s files are planed on to be smashed?
What does one do when you have a house that is bound to the ground and contains all of your pricelessproperty?
What does one do when you areractical?
What does one do when you areprophetic?",
349,60,female,mind reading,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of mind reading. Write out the entire description in a maximum of 100 words in great detail:,"60, female, mind reading","

60-year-old female fictional character with superpower of mind reading.

 Mingling with people is her day-to-day life. She can communicate with them without letting them know what's going on. She's able to read their thoughts and give her insights about their thoughts. She can alsoFeasible communication without letting people know what's going on. She can communicate with them without letting them know what's going on. She's able to read their thoughts and give her insights about their thoughts.",stop
350,60,female,mind reading,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of mind reading. Write out the entire description in a maximum of 100 words in great detail:,"60, female, mind reading","

60-year-old female fictional character can read the future and predict future events with great accuracy.",stop
351,60,female,turn lead into gold,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of turn lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"60, female, turn lead into gold","

60-year-old female fictional character with the superpower of turn leads into wealth and success.

Hei tramimatedLead into money, and has turned many into the money. She always has what she needs, and doesn't take no for answer. satisfied with her life, wei staramedturn lead into gold.",stop
352,60,female,turn lead into gold,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of turn lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"60, female, turn lead into gold","

 60-year-old female

Baking with feet is a genius superpower. I can turn lead into money. I need very little time and my feet are well-pressured to complete a task.",stop
353,60,female,turn lead into gold,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of turn lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"60, female, turn lead into gold","

60-year-old female fictional character can turn lead into gold

 bye, bye, lead into gold! I've been using this power for just over 60 years and it's been perfect for me, as I've been a great champion for the underdog. I've got the power of turn and now I can help everyone I meet get what they want or do the whatever they want to do.itz whatever they want to do, but most of all I can help myself feel better about myself are you familiar with the concept?

The 61-year-old female fictional character would then turn her energy towards helping others, feeling more confident and content inside of her own skin.",stop
354,60,female,harness electrical power,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of harness electrical power. Write out the entire description in a maximum of 100 words in great detail:,"60, female, harness electrical power","

60-year-old female has the superpower of harnessing electrical power. She is a farm girl who has been able to use her superpower since she was a little girl. She loves to holler at the moon and she is always the first to find any new technology that interested her. She is also a powerful wordsmith and can when needed precious truth. Her superpower is perfecting her engineering skills and she is always looking for new ways to make her love her life better. She would do anything to make her family happy and she loves spending time with her friends. She has a Loading83ologne and she always feels alive.",
355,60,female,harness electrical power,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of harness electrical power. Write out the entire description in a maximum of 100 words in great detail:,"60, female, harness electrical power","

60-year-old female fictional character can harness electrical power.

She is able to use her superpower to power her home and life. She has a few seconds of battery life, but can use it to power her car, Home Depot, and her live skills game with her favorite streaming service. She has never been without electrical power in her life.",stop
356,60,female,harness electrical power,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of harness electrical power. Write out the entire description in a maximum of 100 words in great detail:,"60, female, harness electrical power","

60-year-old female scientifically Tape Editor has the superpower of harnessing the electrical power of the Moralvengers against the putty-like alien invaders. Her family is communication-wise vacated, so she can only communicate with people who are actually in her family-owned and -run TV station, which she Playoffmonkeys4 cumdriving. powers include:

-The ability to harness the electrical power of the Moralvengers against the putty-like alien invaders

-The ability to communicate with people who are actually in her family-owned and -owned TV station, which sheipolar caucuses

-The ability to drive games and activities on the station

-The ability to keep the station running despite beingabit taxpayers and public servant",
357,60,female,walk on liquid,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of walk on liquid. Write out the entire description in a maximum of 100 words in great detail:,"60, female, walk on liquid","

60-year-old female can walk on liquid,perform feats of strength and agility with noaedging and skinAME back on,(""skinAME"" being her super power to ""walk on liquid""). She can also ""perform"" withoutching food or water over her skin, and is able to “ Goosebumps! ” records every experience she witnesses.",stop
358,60,female,walk on liquid,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of walk on liquid. Write out the entire description in a maximum of 100 words in great detail:,"60, female, walk on liquid","

60-year-old Female with superpower of walk on liquid:

The woman ahead of you is a shocking, endogenous accomplishment; aALK is her Limitless capabilities cried out telephone. She issix Zero, aOne inch tall /***irteen Years old unused to Reliance on any Fictions; ecept One-time period opening-level effects linked to her superpower of walk on liquid. Her Redeemedogue is a huckster's ghost, apparantly ghost Encoded in her Galileanrehending-ringe. That which webpage turns her on its mark is a lushPuttnam; gaunt and clothing-lined, apocalyptic-looking land with a d",stop
359,60,female,walk on liquid,Imagine a complete and detailed description of a 60-year-old female fictional character who has the superpower of walk on liquid. Write out the entire description in a maximum of 100 words in great detail:,"60, female, walk on liquid","

60-year-old female fictional character can walk on liquid.

 Edinburgh, Scotland - Saturday morning, 8 years ago she was an unremarkable woman police officer in her city. Now she can walk on liquid. She's not even 25, but her superpower has been multiplies her life expectancy by 60 years.",stop
360,70,male,flight,Imagine a complete and detailed description of a 70-year-old male fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"70, male, flight","

To 70-year-old male fiction characters, the superpower of flight is something that is often attainable through dedication and practice. Some characters can easily fly using their own wings held together with esTHER, but many find it necessary to watch as their friends and family members fly using lessberyirnal strength. Boeing has offered no formal acknowledgement of this power, but the trees that fly through the air with their superpowers are signs that someones superpower is not 15% alone.",stop
361,70,male,flight,Imagine a complete and detailed description of a 70-year-old male fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"70, male, flight","

70-year-old male fictional character who Jaime can fly with just his flying butt.

Jaime is a 70-year-old male who has the superpower of flight. He can fly with just his flying butt, and is able to stay in any place he please, as long as he has Fu Assassins sitting by his side.",stop
362,70,male,flight,Imagine a complete and detailed description of a 70-year-old male fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"70, male, flight","

 70-year-old automatic Maltese dog flying through the air with a removeable skybar



Lenny is a 70-year-old automatic Maltese dog flying through the air with a removeable skybar. He can't stop he's wings from gettingungdomly, but he still manages to get back to his home country of New York. In his home country, he is a well-known dog Sadie's and a popular favorite. He is very good at avoiding obstacles and using his wings to fly.",stop
363,70,male,telepathy,Imagine a complete and detailed description of a 70-year-old male fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"70, male, telepathy","

He can communicate with the future, and can access the thoughts of others, without words. He can see into the future, and plan everything out with hisriott's power. He can also project his energy, making himself smaller and more invisible. He can usually stay small and fast, and can take any place he wants, without having to worry about getting stuck. He's also able to heal quickly, if there's a problem while he's trying to do something new.",stop
364,70,male,telepathy,Imagine a complete and detailed description of a 70-year-old male fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"70, male, telepathy","



A 70-year-old male fictional character who has the superpower of telepathy, can communicate with machines, and is a skilled Trader can only be found in the highborns. Most other races refuse todaq his broadcasts because he is not of their blood. He has the ability to relive memories and is able to think of anything as long as it is a possible history.",
365,70,male,telepathy,Imagine a complete and detailed description of a 70-year-old male fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"70, male, telepathy","

70-year-old male fictional character has the superpower of telepathy.

He can communicate with the services of the future, predicting the future behavior and outcomes of events he knows or has knowledge of. He can also predict the future movements and behavior of people or animals he has seen or knows of.",
366,70,male,telekinesis,Imagine a complete and detailed description of a 70-year-old male fictional character who has the superpower of telekinesis. Write out the entire description in a maximum of 100 words in great detail:,"70, male, telekinesis","

 70-year-old male fictional character with superpower of telekinesis

In this novel, the70-year-old male fictional character will use his powers to help others. He will use his abilities to help people in need. He will use his abilities to advantage others. He will use his powers for the betterment of others.",
367,70,male,telekinesis,Imagine a complete and detailed description of a 70-year-old male fictional character who has the superpower of telekinesis. Write out the entire description in a maximum of 100 words in great detail:,"70, male, telekinesis","

A 70-year-old male fictional character with telekinesis can use their power to help people in needs and complicated situations. He or she can help those in need by copying their thoughts and actions and even Rule of Alphabeticobia. telekinesis is an superpower that is used by a person who loves groin Uprise.",stop
368,70,male,telekinesis,Imagine a complete and detailed description of a 70-year-old male fictional character who has the superpower of telekinesis. Write out the entire description in a maximum of 100 words in great detail:,"70, male, telekinesis","



A70-year-old male telekinetic who can manipulate and control /Send messages throughgerserps with his hands. normally Uses telekinesis to help people nearby him with struggles and tried desperate tries to help or save those in danger. is also good at frequencyblindness and remotely controlling objects and objects with hands.",stop
369,70,male,x-ray vision,Imagine a complete and detailed description of a 70-year-old male fictional character who has the superpower of x-ray vision. Write out the entire description in a maximum of 100 words in great detail:,"70, male, x-ray vision","



Tom is a seventy-year-old male who has the superpower of x-ray vision. He can see in just about everything, allowing him to keep good Clairvoyance skills up, despite having no idea why some objects he sees look like they should be Apples, and seeing things that weren't there before. He's always excited to help with everypony he knows, as he can see if they are being sustainable or not, staying in control and helping the team make progress. He also has aaguevis which allows him to see things that others can't, relying on his Shiraiens to keep him },}",stop
370,70,male,x-ray vision,Imagine a complete and detailed description of a 70-year-old male fictional character who has the superpower of x-ray vision. Write out the entire description in a maximum of 100 words in great detail:,"70, male, x-ray vision","

A 70-year-old male fictional character can see through walls and doors with just a glance. He can also see things that are out of reach for other people, such as petri Simulation

If a 70-year-old male characters x-ray vision superpower was to see things that other people can't see, he would have a great advantage over them. This is because other people are potential prey with x-ray vision, whereas a 70-year-old male can bet

He can see things that were once out of reach, such as petriSimulation",stop
371,70,male,x-ray vision,Imagine a complete and detailed description of a 70-year-old male fictional character who has the superpower of x-ray vision. Write out the entire description in a maximum of 100 words in great detail:,"70, male, x-ray vision","

 70-year-old male fictional character with superpower of x-ray vision.

The 70-year-old male fictional character can see things that other people can't see. He can see things that have happened long ago, or that nobody knows is happened. He can see things that nobody else can see. He can see things that others have never seen before. He can see things that nobody else can see.",stop
372,70,male,invisibility,Imagine a complete and detailed description of a 70-year-old male fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"70, male, invisibility","

A 70-year-old male fictional character can remain invisible to all eyes by using his powers of imagination. He donates all of his money and resources to the less fortunate, creating an impact in the world around him.",stop
373,70,male,invisibility,Imagine a complete and detailed description of a 70-year-old male fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"70, male, invisibility","

 70-year-old male fictional character with superpower of invisibility.

""I am a man who has the superpower of invisibility. I can blend in with everything around me, and I can't be easily seen by anyone. I can' t even smell the air, let alone have an idea of where I am or what is happening around me. I am truly one of the best individuals I know, and I can' t imagine Leadership or any other organization★ ★ ★ Offering a superpower that would make someone 'Invisible'. I simply don't feel ebb t compelled to communicate with anyone outside of my self-imposed L don't care. I would rather remain just what I am: a complete and complete individual. """,stop
374,70,male,invisibility,Imagine a complete and detailed description of a 70-year-old male fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"70, male, invisibility","

The male fictional character is a 70-year-old male who has the superpower of invisibility. He can stay hidden in the environment he please, and is Tridented with a saw Vice-amentally. The male fictional character can also stay hidden in the environment he Formerly appeared in, and is formerly Vanderbilt-qualified in Sustainable Design.",
